src_port,dst_port,protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,timestamp,src_ip,dst_ip,Traffic Type,Traffic Subtype
55342.0,21,6.0,10028116.0,7.0,6.0,28.0,112.0,16.0,0.0,4.0,6.928203230275509,77.0,0.0,18.666666666666664,31.822423959633664,13.96074796103276,1.2963551678101848,835676.3333333334,2888072.378178797,10006537.0,28.0,10025573.0,1670928.8333333335,4085185.4480423983,10009777.0,28.0,10025955.0,2005191.0,4474310.675655805,10009080.0,28.0,0.0,0.0,0.0,0.0,232.0,200.0,0.698037398051638,0.5983177697585468,0.0,77.0,10.0,21.7574036912637,473.3846153846153,2.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,10.76923076923077,4.0,18.666666666666668,0.0,0.0,0.0,140.0,4.0,16080.0,7.0,28.0,6.0,112.0,65280.0,506.0,2.0,32.0,19036.0,0.0,19036.0,19036.0,10006537.0,0.0,10006537.0,10006537.0,Malicious,1970-01-01 08:09:35,192.168.1.70,192.168.1.90,Bruteforce,Bruteforce FTP
0.0,0,0.0,63710319.0981257,8.008954556157258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1252242719605409,9486034.45020136,14700964.48267187,37703878.64548152,1613.1887920885215,63710319.0981257,9486034.45020136,14700964.48267187,37703878.64548152,1613.1887920885215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1252242719605409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3378863.168497763,0.0,3378863.168497763,3378863.168497763,29030050.21740758,12266645.800679462,37703878.64548152,20356221.78933365,Benign,1970-02-01 05:12:52,192.168.1.90,192.168.1.3,Audio,Audio
64738.0,39430,6.0,115918916.66608198,28.184370920678962,50.368741841357924,1214.9279495891954,1622.9059644475274,70.0,30.0,43.1064616837906,6.012831862945283,70.0,0.0,32.21985532991928,35.24104973907935,24.48170793045322,0.6776767756134692,1494665.9316142136,2245778.4938197173,5003237.43384301,231.92185460339482,115916055.74095912,4263924.051021299,1588265.6075139237,5006912.392483492,283.36504165709175,115914504.04308805,2347897.1347650685,2436951.084276089,5003237.43384301,2352.714193158316,1.0,0.0,0.0,0.0,901.8998694617268,1611.7997389234536,0.24315039546874503,0.43452638014472406,0.0,70.0,36.551874446573116,28.891528115378033,834.720397270948,0.0,0.0,0.0,51.368741841357924,78.55311276203689,0.0,0.0,0.0,1.0,37.017285335685955,43.106461683790585,32.21985532991928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2.0,64.0,502.0,502.0,27.184370920678962,32.0,33330568.046073932,44868069.60183031,84459735.41883098,1846505.449921974,5001415.198163826,1630.872921433962,5003237.43384301,5000092.603178031,Benign,1970-01-01 08:02:06,192.168.1.70,192.168.1.90,Bruteforce,Bruteforce FTP
0.0,0,0.0,119296331.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0838248747147135,13255147.88888889,16262088.346450992,38113186.0,349.0,119296331.0,13255147.88888889,16262088.346450992,38113186.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0838248747147135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796759.0,2538813.1577349287,3591971.0,1547.0,28923510.25,10610949.42755656,38113186.0,19733562.0,Benign,1970-02-01 05:23:05,136.162.16.0,255.255.255.1,Audio,Audio
0.0,0,0.0,85224920.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173365724485279,9469435.555555554,13544785.53596921,37661420.0,415.0,85224920.0,9469435.555555554,13544785.53596921,37661420.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173365724485279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361661.0,0.0,3361661.0,3361661.0,26166614.0,9954794.219477518,37661420.0,20417157.0,Benign,1970-01-01 07:44:16,136.162.16.0,255.255.255.1,Audio,Audio
59724.0,21,6.0,10031578.0,7.0,6.0,26.0,112.0,14.0,0.0,3.714285714285714,6.369570517030844,77.0,0.0,18.666666666666664,31.822423959633664,13.756559536296283,1.2959077824047225,835964.8333333333,2887726.386208261,10005727.0,25.0,10029300.0,1671550.0,4084318.6497069495,10008629.0,1047.0,10029499.0,2005899.8,4473313.941164335,10008005.0,25.0,0.0,0.0,0.0,0.0,232.0,200.0,0.6977964982179274,0.5981112841867949,0.0,77.0,9.857142857142858,21.721514123655737,471.8241758241757,2.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,10.615384615384617,3.7142857142857135,18.666666666666668,0.0,0.0,0.0,138.0,4.0,10853.0,7.0,26.0,6.0,112.0,65280.0,506.0,2.0,32.0,23573.0,0.0,23573.0,23573.0,10005727.0,0.0,10005727.0,10005727.0,Malicious,1970-01-01 08:08:13,192.168.1.70,192.168.1.90,Bruteforce,Bruteforce FTP
52473.58085227393,48438,6.0,119955001.5059929,1606.3432512087034,1740.1519604773425,116786.675258688,125230.91650686749,561.2988014178277,0.0,53.375845938948835,48.60746562705975,577.5753779402174,0.0,47.98999478516202,55.929617091547726,2017.6351988341496,27.89881362331233,887627.9855104608,1355947.5236418257,5057888.932622219,111.71618248425699,119952768.10419804,2505453.992642832,1000843.7665384054,5060756.539386739,441620.5777757845,119284663.43932183,1388857.854210265,1490125.6990715982,5057948.1100332625,1044.842806190817,0.0,0.0,0.0,0.0,51415.69328131864,55692.80601192504,13.391646229315484,14.507167393996845,0.0,577.5753779402174,49.69999821609364,56.63797933517742,4381.669871282011,0.0,0.794327665008165,0.0,1966.1381811721653,3346.0980478535416,0.0,0.0,0.0,1.0,49.95354327818996,53.37584593894883,47.98999478516204,0.0,0.0,0.0,26687.423725111825,214.86563338470862,2533.110923711038,159.07120533662484,11631.44630480412,171.38328414425138,12457.86619544744,26229.478741949457,502.0,899.1859570164447,32.0,51963340.007227175,4282538.693257479,54991552.15792331,48935127.85653104,5057861.804994683,38.36425877827854,5057888.932622219,5057834.677367145,Benign,1970-01-01 08:22:46,192.168.1.3,192.168.1.90,Audio,Audio
46180.0,21,6.0,10036745.0,7.0,6.0,30.0,112.0,18.0,0.0,4.285714285714286,7.521398046336105,77.0,0.0,18.666666666666664,31.822423959633664,14.14801312576936,1.2952406382746595,836395.4166666667,2887212.806244693,10004524.0,24.0,10033545.0,1672257.5,4083627.05978368,10007919.0,41.0,10034450.0,2006890.0,4472604.552671575,10007724.0,24.0,0.0,0.0,0.0,0.0,232.0,200.0,0.6974372667632783,0.5978033715113814,0.0,77.0,10.142857142857142,21.806340443010686,475.5164835164836,2.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,10.923076923076923,4.285714285714286,18.666666666666668,0.0,0.0,0.0,142.0,4.0,7703.0,7.0,30.0,6.0,112.0,65280.0,506.0,2.0,32.0,29021.0,0.0,29021.0,29021.0,10004524.0,0.0,10004524.0,10004524.0,Malicious,1970-01-01 07:59:57,192.168.1.70,192.168.1.90,Bruteforce,Bruteforce FTP
54484.0,21,6.0,10033463.0,7.0,6.0,26.0,112.0,14.0,0.0,3.714285714285714,6.369570517030844,77.0,0.0,18.666666666666664,31.822423959633664,13.75397507321251,1.2956643184910337,836121.9166666666,2886993.0247481456,10003555.0,67.0,10030064.0,1671677.3333333333,4084023.997538685,10008155.0,766.0,10028765.0,2005753.0,4472808.738071415,10006954.0,67.0,0.0,0.0,0.0,0.0,232.0,200.0,0.6976654022644027,0.5979989162266308,0.0,77.0,9.857142857142858,21.721514123655737,471.8241758241757,2.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,10.615384615384617,3.7142857142857135,18.666666666666668,0.0,0.0,0.0,138.0,4.0,11063.0,7.0,26.0,6.0,112.0,65280.0,506.0,2.0,32.0,26509.0,0.0,26509.0,26509.0,10003555.0,0.0,10003555.0,10003555.0,Malicious,1970-01-01 08:07:23,192.168.1.70,192.168.1.90,Bruteforce,Bruteforce FTP
54438.0,21,6.0,10044992.0,7.0,6.0,26.0,112.0,14.0,0.0,3.714285714285714,6.369570517030844,77.0,0.0,18.666666666666664,31.822423959633664,13.738189139423904,1.294177237771817,837082.6666666667,2886990.381583635,10004506.0,28.0,10041543.0,1673590.4999999998,4082972.1687229634,10007916.0,28.0,10041268.0,2008253.6,4471970.774342147,10007955.0,2771.0,0.0,0.0,0.0,0.0,232.0,200.0,0.6968646664925169,0.5973125712793002,0.0,77.0,9.857142857142858,21.721514123655737,471.8241758241757,2.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,10.615384615384617,3.7142857142857135,18.666666666666668,0.0,0.0,0.0,138.0,4.0,7866.0,7.0,26.0,6.0,112.0,65280.0,506.0,2.0,32.0,37037.0,0.0,37037.0,37037.0,10004506.0,0.0,10004506.0,10004506.0,Malicious,1970-01-01 08:07:21,192.168.1.70,192.168.1.90,Bruteforce,Bruteforce FTP
